"","fold0","fold1","fold2"
"CHEMBL2098499",0.6988304094,0.617816092,0.6979591837
"CHEMBL1963940",0.9817708333,0.9080882353,0.9738095238
"CHEMBL2363737",0.7266666667,0.6815789474,0.4681818182
"CHEMBL641707",0.8645833333,1,0.95
"CHEMBL653167",0.775,0.9858156028,1
"CHEMBL2303649",0.68,0.5666666667,0.9166666667
"CHEMBL830842",0.6184210526,0.9545454545,0.6981981982
"CHEMBL1963930",0.880952381,0.9333333333,0.8947368421
"CHEMBL3215006",0.7686868687,0.788,0.7767857143
"CHEMBL1614215",0.6398809524,0.5136363636,0.5443478261
"CHEMBL1963813",0.751984127,0.8651960784,0.6915204678
"CHEMBL2114839",0.6208333333,0.7701333333,0.6425120773
"CHEMBL1738362",0.7393162393,0.7954545455,0.8238095238
"CHEMBL2114742",0.7642857143,0.7245989305,0.6075514874
"CHEMBL1613897",0.7961460446,0.8068739771,0.7388663968
"CHEMBL1614092",0.6406015038,0.5175,0.6433333333
"CHEMBL2354305",0.582,0.6218181818,0.7091836735
"CHEMBL1738319",0.8051282051,0.7059270517,0.7745974955
"CHEMBL1034533",0.9481707317,1,0.921182266
"CHEMBL2363573",0.7490196078,0.8625,0.6598639456
"CHEMBL1243970",0.8017241379,0.8421052632,0.9682539683
"CHEMBL1738080",0.8961038961,0.9047619048,0.8621323529
"CHEMBL3214958",0.5131578947,0.5848214286,0.6342857143
"CHEMBL1613871",0.6206896552,0.2672413793,0.6298076923
"CHEMBL2114863",0.6406995231,0.5566666667,0.8130252101
"CHEMBL1614509",0.8016826923,0.8472222222,0.778121775
"CHEMBL1613785",0.6752440106,0.7105263158,0.6057692308
"CHEMBL1738430",0.4532224532,0.5196008553,0.5431235431
"CHEMBL1243977",0.7862318841,0.8,0.95
"CHEMBL1738019",0.6469428008,0.6828282828,0.65
"CHEMBL1738091",0.9088050314,0.6481481481,0.8892857143
"CHEMBL1614309",0.6429980276,0.6690879742,0.4941520468
"CHEMBL1963968",0.6645962733,0.6591397849,0.6402714932
"CHEMBL1243968",0.7386185243,0.8592592593,1
"CHEMBL1963898",0.5416666667,0.5248138958,0.5460784314
"CHEMBL1614319",0.7533834586,0.7090909091,0.3944444444
"CHEMBL1738602",0.4166666667,0.4787878788,0.4975369458
"CHEMBL681296",1,1,0.4347826087
"CHEMBL3214794",0.6999022483,0.7777777778,0.7864357864
"CHEMBL2114844",0.4487804878,0.5790899242,0.6068376068
"CHEMBL1794484",0.3859208045,0.4655172414,0.5409722222
"CHEMBL1614295",0.7450980392,0.9814814815,0.0869565217
"CHEMBL1738422",0.8384615385,0.7146341463,0.6574074074
"CHEMBL1614072",0.6931818182,0.6823529412,0.7443609023
"CHEMBL1737979",0.5462962963,0.4444444444,0.5737179487
"CHEMBL918058",0.8112305854,0.5671641791,1
"CHEMBL1794497",0.3592592593,0.5157657658,0.4266666667
"CHEMBL2114727",0.6220238095,0.7844611529,0.6814595661
"CHEMBL1614272",0.5683760684,0.572327044,0.4544534413
"CHEMBL2378059",0.3881578947,0.375,0.9459459459
"CHEMBL1737863",0.8384146341,0.7186009539,0.8372372372
"CHEMBL1794445",0.8588235294,0.6208112875,0.9098557692
"CHEMBL1614131",0.7658898305,0.8848920863,0.5128205128
"CHEMBL1614480",0.9360119048,0.9820512821,0.9336158192
"CHEMBL1243965",0.8470588235,0.7738095238,0.7941176471
"CHEMBL1614097",0.6107723577,0.5669599218,0.5972413793
"CHEMBL1243976",0.6844951923,0.9248120301,0.7333333333
"CHEMBL1963907",0.7668269231,0.6681465039,0.7098646035
"CHEMBL1794570",0.5572139303,0.6641414141,0.5479452055
"CHEMBL1963867",0.632231405,0.6409736308,0.5572649573
"CHEMBL1614356",0.6666666667,0.6044973545,0.6681481481
"CHEMBL3215158",0.6851851852,0.3402777778,0.4146341463
"CHEMBL1794457",0.504,0.6307692308,0.8722222222
"CHEMBL1613813",0.637195122,0.6057142857,0.6296774194
"CHEMBL2114797",0.7745098039,0.8276353276,0.8431372549
"CHEMBL2354207",0.6903304774,0.8276836158,0.7333333333
"CHEMBL1738097",0.8403225806,0.8766233766,0.8479262673
"CHEMBL1963915",0.7956989247,0.7416666667,0.8490196078
"CHEMBL1613955",0.6628787879,0.5773955774,0.5437201908
"CHEMBL1614484",0.3623188406,0.4184149184,0.432967033
"CHEMBL1963910",0.7482638889,0.9657894737,0.9363636364
"CHEMBL1613861",0.6171875,0.6171428571,0.6483870968
"CHEMBL1613967",0.6547911548,0.6360946746,0.6685606061
"CHEMBL3215154",0.6424116424,0.7403993856,0.6326742976
"CHEMBL1794581",0.6043956044,0.6918335901,0.6923076923
"CHEMBL2449559",0.9914074074,0.8379120879,0.873015873
"CHEMBL1614425",0.4930555556,0.4695459579,0.5320512821
"CHEMBL1794438",0.6798941799,0.7692307692,0.6869114878
"CHEMBL2114820",0.6842948718,0.7375,0.7745098039
"CHEMBL1613947",0.514957265,0.6101949025,0.6588628763
"CHEMBL1613876",0.6060606061,0.6020892688,0.4171428571
"CHEMBL1614259",0.6866666667,0.7813852814,0.8653061224
"CHEMBL1963933",0.6866666667,0.5102040816,0.7081807082
"CHEMBL3214959",0.7546296296,0.6882516189,0.746031746
"CHEMBL2114752",0.6766917293,0.7587412587,0.7764705882
"CHEMBL1614516",0.8823529412,0.9166666667,0.8553459119
"CHEMBL2354303",0.6843317972,0.7018518519,0.5727272727
"CHEMBL3214816",0.7370689655,0.6505700872,0.8383838384
"CHEMBL1614287",0.5075757576,0.4709090909,0.5744047619
"CHEMBL1614362",0.6166666667,0.635,0.6161616162
"CHEMBL1614388",0.6811111111,0.6738513897,0.7041420118
"CHEMBL1614255",0.6462585034,0.5482336957,0.5965608466
"CHEMBL2354248",0.6830601093,0.8242574257,0.0967741935
"CHEMBL3215078",0.6964285714,0.7180710122,0.5928571429
"CHEMBL3214985",0.7152194211,0.5435267857,0.7044025157
"CHEMBL1738599",0.8308823529,0.5762527233,0.6857142857
"CHEMBL1963698",0.6799660441,0.6451923077,0.6359447005
"CHEMBL1794452",0.5540540541,0.4393939394,0.6266666667
"CHEMBL1794296",0.8804713805,0.875,0.9521016618
"CHEMBL1737910",0.5848214286,0.7087198516,0.6006968641
"CHEMBL2354227",0.7426303855,0.8499607227,0.6923868313
"CHEMBL2114930",0.908496732,0.67,0.2258064516
"CHEMBL1963974",0.475,0.5716911765,0.6266666667
"CHEMBL1738371",0.7516233766,0.7217777778,0.6215780998
"CHEMBL1794548",0.6117647059,0.6137566138,0.8650137741
"CHEMBL1738418",0.8606382979,0.7818930041,0.8549346017
"CHEMBL1614218",0.4727272727,0.4951219512,0.5123152709
"CHEMBL1963969",0.4606060606,0.4911764706,0.5037433155
"CHEMBL1243967",0.8364779874,0.8870967742,0.9090909091
"CHEMBL1614528",0.6539473684,0.562962963,0.57239819
"CHEMBL1613981",0.6627033792,0.7174833636,0.7344827586
"CHEMBL2114814",0.5310810811,0.7075933864,0.7387267905
"CHEMBL1964112",0.4329411765,0.512037037,0.4205128205
"CHEMBL1963846",0.5243664717,0.6902173913,0.5695564516
"CHEMBL1963744",0.6196721311,0.7391812865,0.6785714286
"CHEMBL2114728",0.6694915254,0.5253699789,0.4054580897
"CHEMBL1613817",0.7544303797,0.6018808777,0.806547619
"CHEMBL1738325",0.6144578313,0.5375,0.6477987421
"CHEMBL1614311",0.8080357143,0.9024390244,0.7407407407
"CHEMBL3215116",0.4754098361,0.4451282051,0.5069444444
"CHEMBL2354276",0.585106383,0.6673596674,0.6892307692
"CHEMBL1614320",0.568914956,0.6511003757,0.5466976264
"CHEMBL1794566",0.5989583333,0.1791044776,0.4460093897
"CHEMBL1794508",0.9134615385,0.5926470588,1
"CHEMBL1964111",0.7076461769,0.8358333333,0.7202721088
"CHEMBL1738497",0.9022222222,0.9708502024,0.7916959887
"CHEMBL1614515",0.3172715895,0.8263157895,0.2274305556
"CHEMBL1794356",0.7510288066,0.6632553606,0.7152133581
"CHEMBL3214930",0.5429122469,0.5114379085,0.6540880503
"CHEMBL1738025",0.7624521073,0.6747376917,0.6270703934
"CHEMBL2114771",0.5655976676,0.5054896794,0.4754285714
"CHEMBL1827362",0.961038961,0.9675213675,0.994047619
"CHEMBL1794578",0.6602827177,0.6865248227,0.6580766813
"CHEMBL1794358",0.985915493,0.4785714286,0.8120915033
"CHEMBL3214812",0.8023391813,0.6846153846,0.6875746714
"CHEMBL1614514",0.3986486486,0.5461538462,0.4861111111
"CHEMBL1613898",0.6950549451,0.8658410733,0.8603104213
"CHEMBL2114857",0.6507177033,0.5232265638,0.7163120567
"CHEMBL1738164",0.3004385965,0.4587301587,0.4536862004
"CHEMBL3215228",0.497716895,0.4848101266,0.6029411765
"CHEMBL2114811",0.7615384615,0.6358974359,0.4901960784
"CHEMBL1737942",0.8649662416,0.724137931,0.7054320988
"CHEMBL3215220",0.6318181818,0.5646551724,0.6413793103
"CHEMBL2114899",0.5837628866,0.5087616822,0.6242840779
"CHEMBL2354206",0.8926940639,0.7569444444,0.8115942029
"CHEMBL1794355",0.335,0.479245283,0.5958188153
"CHEMBL3215092",0.7473684211,0.8311800172,0.7719480519
"CHEMBL2114830",0.725,0.7516339869,0.6327272727
"CHEMBL1613864",0.6296296296,0.6173469388,0.4815789474
"CHEMBL2114764",0.6490842491,0.8578947368,0.8146453089
"CHEMBL3214851",0.5413105413,0.5325396825,0.5683122847
"CHEMBL1614290",0.5893719807,0.3004115226,0.3012048193
"CHEMBL1964106",0.6217687075,0.7540983607,0.6605528287
"CHEMBL1794522",0.5909297052,0.7416666667,0.7537072856
"CHEMBL1614344",0.8168103448,0.7105263158,0.9166666667
"CHEMBL1243966",0.8345238095,0.8720238095,0.8051948052
"CHEMBL1614105",0.7365591398,0.7106481481,0.829009434
"CHEMBL1794573",0.9564102564,0.834038055,0.8808080808
"CHEMBL1614167",0.5625,0.4647887324,0.5306451613
"CHEMBL1738632",0.592750533,0.7483530962,0.6567099567
"CHEMBL1738079",0.5539215686,0.4761904762,0.5843137255
"CHEMBL2354292",0.6956018519,0.6233695652,0.5844298246
"CHEMBL1794567",0.3228571429,0.6885245902,0.635519802
"CHEMBL2114874",0.6698872786,0.6037449393,0.7328042328
"CHEMBL2114829",0.810325477,0.7919826652,0.74625
"CHEMBL1964115",0.6469622332,0.7844827586,0.6711267606
"CHEMBL1614403",0.6208791209,0.7864583333,0.771019678
"CHEMBL1963777",0.7851239669,0.7962328767,0.7265423242
"CHEMBL1614310",0.7013888889,0.5261437908,0.6928571429
"CHEMBL1033994",0.7481617647,0.7760532151,0.8845486111
"CHEMBL3215187",0.6530054645,0.6272357724,0.7111111111
"CHEMBL1738482",0.7264705882,0.6035940803,0.5855855856
"CHEMBL1738512",0.3894389439,0.2165137615,0.9605263158
"CHEMBL1738253",0.5132275132,0.6127659574,0.5980582524
"CHEMBL1963806",0.747311828,0.8026477833,0.7121605667
"CHEMBL1613787",0.3734848485,0.5687606112,0.5113636364
"CHEMBL1794320",0.9253731343,0.9494047619,0.9918699187
"CHEMBL1964023",0.3404255319,0.3913043478,0.5764705882
"CHEMBL1794571",0.4610714286,0.5188492063,0.5963743988
"CHEMBL1738670",0.6402116402,0.3438256659,0.537254902
"CHEMBL1963838",0.5459401709,0.5108974359,0.3865384615
"CHEMBL1614034",0.6,0.196969697,0.5555555556
"CHEMBL1794365",0.193877551,0.3733944954,0.5930555556
"CHEMBL1614001",0.2285714286,0.5334645669,0.4234234234
"CHEMBL1738579",0.4617676266,0.4088888889,0.3647798742
"CHEMBL1738407",0.8540305011,0.7260394644,0.5961310699
"CHEMBL2354256",0.5327978581,0.4866666667,0.6130136986
"CHEMBL1613941",0.488172043,0.5975308642,0.794044665
"CHEMBL2354274",0.7909090909,0.846390169,0.8168604651
"CHEMBL1963776",0.829588015,0.7322303922,0.7585470085
"CHEMBL1963778",0.7808315715,0.6120689655,0.7071681131
"CHEMBL1738642",0.6836734694,0.5746543779,0.6637037037
"CHEMBL1614434",0.6747638327,0.6645299145,0.6451408674
"CHEMBL1613762",0.4423076923,0.5242165242,0.3731884058
"CHEMBL2114761",0.6785714286,0.4661654135,0.6963963964
"CHEMBL1613991",0.7663398693,0.775862069,0.7798507463
"CHEMBL1614328",0.7961460446,0.8068739771,0.7388663968
"CHEMBL1964117",0.7684729064,0.7386153277,0.7448618001
"CHEMBL1614104",0.8440233236,0.7109929078,0.456097561
"CHEMBL1964103",0.6651612903,0.7408735332,0.6755304862
"CHEMBL2114791",0.5925925926,0.6813186813,0.3108108108
"CHEMBL3215171",0.5301204819,0.3863636364,0.6597222222
"CHEMBL1613874",0.7948275862,0.7669241254,0.7119047619
"CHEMBL2114719",0.5909943715,0.5550911854,0.5401360544
"CHEMBL1738485",0.7383966245,0.5873417722,0.634502924
"CHEMBL1614288",0.7911111111,0.7100424328,0.8484848485
"CHEMBL2114748",0.58,0.6416422287,0.6944444444
"CHEMBL1738610",0.6983783784,0.7084409991,0.7389333333
"CHEMBL3215128",0.6875,0.6338028169,0.7927631579
"CHEMBL1738611",0.4590163934,0.4925373134,0.5565217391
"CHEMBL1614247",0.615,0.5839160839,0.6109090909
"CHEMBL1614314",0.7861111111,0.6428571429,0.8244680851
"CHEMBL3215185",0.6744588745,0.6008918618,0.6332046332
"CHEMBL1963799",0.8341307815,0.859375,0.7834134615
"CHEMBL1794475",0.766025641,0.7683531746,0.727329581
"CHEMBL1614549",0.7349019608,0.5460137795,0.5602150538
"CHEMBL1738171",0.8392156863,0.9010043042,0.7584097859
"CHEMBL1794387",0.5941176471,0.7345374932,0.7333333333
"CHEMBL1794516",0.6900826446,0.6879432624,0.7175
"CHEMBL1614091",0.7923497268,0.8539325843,0.3409090909
"CHEMBL1963937",0.8721804511,0.8777777778,0.8630952381
"CHEMBL1614385",0.5754451734,0.5222222222,0.9052287582
"CHEMBL1963692",0.7116402116,0.7942307692,0.6846778285
"CHEMBL1614086",0.3043478261,0.1590909091,0.7023809524
"CHEMBL1963831",0.7164502165,0.8125506073,0.712962963
"CHEMBL1614016",0.413559322,0.4858695652,0.4525939177
"CHEMBL1963758",0.7297491039,0.6882416397,0.7591269841
"CHEMBL2114737",0.8059360731,0.8150388937,0.7505376344
"CHEMBL1963803",0.7736013986,0.6518817204,0.75625
"CHEMBL2354269",0.901010101,0.7985294118,0.6846264368
"CHEMBL3215112",0.7424836601,0.76,0.6033333333
"CHEMBL3215096",0.7768401313,0.6819428124,0.7723577236
"CHEMBL1963687",0.6119909502,0.7645687646,0.6112546655
"CHEMBL1614423",0.8610053313,0.8769294093,0.825310559
"CHEMBL1963689",0.7203252033,0.7292780749,0.5951515152
"CHEMBL1794410",0.7605363985,0.7950872657,0.7684027778
"CHEMBL1613928",0.641107078,0.6976430976,0.6173878205
"CHEMBL2114850",0.5956790123,0.7446236559,0.7387057387
"CHEMBL1963721",0.6383219955,0.7053179825,0.7026373626
"CHEMBL1964000",0.6951086957,0.7022653722,0.6897200659
"CHEMBL1614202",0.5785714286,0.5972222222,0.5963718821
"CHEMBL2028073",0.695970696,0.6984126984,0.8398148148
"CHEMBL2114825",0.6523125997,0.5478896104,0.5348432056
"CHEMBL3215013",0.8853383459,0.6820622986,0.8083778966
"CHEMBL1794413",0.8279678068,0.8001867414,0.9276485788
"CHEMBL2114858",0.5458047945,0.5238095238,0.4296604297
"CHEMBL1738402",0.7951515152,0.7429577465,0.8222124671
"CHEMBL2114852",0.5557522124,0.49375,0.2840909091
"CHEMBL2114753",0.518128655,0.4821428571,0.5553772071
"CHEMBL1246088",0.57,0.6785714286,0.6336805556
"CHEMBL1613884",0.6252367424,0.5105708245,0.5756302521
"CHEMBL1614084",0.646412037,0.6598302687,0.6936813187
"CHEMBL1963717",0.8370959194,0.8392631579,0.7854882459
"CHEMBL1613807",0.5247524752,0.4047619048,0.3819444444
"CHEMBL1964096",0.8333333333,0.9001482946,0.8139204545
"CHEMBL1964108",0.7008547009,0.682983683,0.6716049383
"CHEMBL1963893",0.8055443953,0.7098243331,0.690270936
"CHEMBL1613867",0.5817307692,0.4533333333,0.7227272727
"CHEMBL2114842",0.8240740741,0.8286875726,0.8291182502
"CHEMBL1614069",0.5542673108,0.5426356589,0.5801587302
"CHEMBL3215277",0.9275896748,0.8258038258,0.9263285024
"CHEMBL2028074",0.8577441077,0.7006060606,0.9253393665
"CHEMBL1614301",0.5217391304,0.6040868455,0.5243055556
"CHEMBL2354289",0.5591822095,0.6292379021,0.6359357697
"CHEMBL3215288",0.5425848719,0.4813464837,0.5458603896
"CHEMBL1794494",0.6237373737,0.596875,0.7395833333
"CHEMBL2114909",0.5470737913,0.8266331658,0.536
"CHEMBL1963805",0.7770562771,0.5811138015,0.6031746032
"CHEMBL1794327",0.5762411348,0.4278017241,0.5661157025
"CHEMBL1738408",0.3028169014,0.0680272109,0.5229166667
"CHEMBL1963947",0.9217054264,0.8001792115,0.8342022941
"CHEMBL1963797",0.6543624161,0.7386877828,0.6814229249
"CHEMBL1963770",0.783203125,0.8048128342,0.7928098392
"CHEMBL1963811",0.6672738312,0.7466397849,0.6845117845
"CHEMBL2114725",0.4265734266,0.4525252525,0.509984639
"CHEMBL3214830",0.6231474947,0.851010101,0.7194444444
"CHEMBL1614359",0.6755233494,0.6935654008,0.7115902965
"CHEMBL2114882",0.959049959,0.9652917505,0.7356321839
"CHEMBL3215025",0.6378250591,0.5993589744,0.76625
"CHEMBL1614128",0.5287300821,0.5991150442,0.4984423676
"CHEMBL3214992",0.668228162,0.7189010989,0.5990396158
"CHEMBL1614185",0.5655172414,0.6416321703,0.5804661487
"CHEMBL2028075",0.7644787645,0.7577220077,0.949704142
"CHEMBL1963789",0.7045680238,0.76640625,0.7423255814
"CHEMBL1217000",0.8696078431,0.8777915633,0.8964131107
"CHEMBL1963971",0.4310035842,0.4104895105,0.5171428571
"CHEMBL1738673",0.4413265306,0.579229798,0.6122881356
"CHEMBL1614336",0.7740226986,0.7483457403,0.7682306388
"CHEMBL2114872",0.6644664466,0.5562913907,0.7084615385
"CHEMBL1614276",0.5858630952,0.6074469861,0.5883540373
"CHEMBL2028077",0.7019230769,0.5270833333,0.7820512821
"CHEMBL1963752",0.8648958846,0.8192110177,0.8466130604
"CHEMBL1614098",0.5688405797,0.4977678571,0.4661870504
"CHEMBL1963686",0.8172273191,0.7756686799,0.7693121693
"CHEMBL1963716",0.6683035714,0.6231285493,0.6642402184
"CHEMBL1794396",0.6039349872,0.4639053254,0.5696308725
"CHEMBL2028076",0.7671875,0.7683982684,0.8234519104
"CHEMBL1963702",0.7712247325,0.8607448531,0.8324056895
"CHEMBL1963916",0.4871394231,0.5607394366,0.4771732333
"CHEMBL1614304",0.7446033081,0.8075581395,0.7103259214
"CHEMBL3215157",0.6931216931,0.4886363636,0.5420382166
"CHEMBL1614466",0.6002710027,0.6038167939,0.6193149916
"CHEMBL1794336",0.6442483262,0.6488888889,0.726201373
"CHEMBL2114865",0.5174418605,0.709273183,0.5833333333
"CHEMBL1737961",0.8654188948,0.6829427083,0.9122807018
"CHEMBL1963695",0.8579124579,0.8507001273,0.8390761075
"CHEMBL1246087",0.7116373267,0.8035714286,0.7513020833
"CHEMBL1794467",0.8605769231,0.7740863787,0.8473193473
"CHEMBL1614547",0.6842105263,0.6593301435,0.7141286421
"CHEMBL1963764",0.7741898148,0.7274446546,0.7373084291
"CHEMBL1794499",0.7413793103,0.7742733457,0.6974487963
"CHEMBL2095143",0.8405405405,0.5217391304,0.5015873016
"CHEMBL2114816",0.6918604651,0.6452083333,0.5525747764
"CHEMBL1863510",1,1,0.9979736575
"CHEMBL1614199",0.5204968944,0.6165600569,0.5208791209
"CHEMBL1963825",0.5800120773,0.7902694321,0.6885245902
"CHEMBL3215227",0.4736803812,0.5182795699,0.5206349206
"CHEMBL1738510",0.7962672248,0.8103945035,0.8297520661
"CHEMBL1963711",0.7435114504,0.8147826087,0.8422391858
"CHEMBL3214906",0.7066927529,0.6706111111,0.7114942529
"CHEMBL1613997",0.666,0.4330708661,0.5570107858
"CHEMBL1963743",0.7075075075,0.6435628515,0.6228
"CHEMBL1119333",1,0.870596206,0.9569970845
"CHEMBL1963815",0.7477385219,0.7577485743,0.7855297158
"CHEMBL1964118",0.8410087719,0.8435072142,0.7437001595
"CHEMBL1738183",0.7141049968,0.6779161206,0.5998075998
"CHEMBL1963824",0.785673516,0.807523511,0.8254934211
"CHEMBL2114821",0.6093670886,0.6732293869,0.6802481556
"CHEMBL1738593",0.804964539,0.9124703791,0.8059146103
"CHEMBL1964114",0.8873493976,0.7555946693,0.8415463042
"CHEMBL1613929",0.6971484759,0.5665934066,0.6852317643
"CHEMBL1963786",0.8226495726,0.7619837758,0.7931623932
"CHEMBL1963751",0.6622150997,0.7131083203,0.7268673356
"CHEMBL1963753",0.7193732194,0.8885511651,0.7269717038
"CHEMBL1963766",0.8603040541,0.8007749435,0.7460562414
"CHEMBL1738242",0.6579881657,0.6746875,0.6784722222
"CHEMBL1963798",0.6013071895,0.6284435262,0.7346153846
"CHEMBL1794528",0.9292774369,0.8954945799,0.8797409806
"CHEMBL1738391",0.7079545455,0.7025547445,0.5898594378
"CHEMBL1963804",0.7225355054,0.7870420995,0.7447498238
"CHEMBL1963760",0.5867850099,0.6290408055,0.8351235231
"CHEMBL1963734",0.869363167,0.7356792144,0.8372916667
"CHEMBL1963773",0.6232142857,0.7456663825,0.6988628763
"CHEMBL1963820",0.6184921764,0.7266899767,0.773359409
"CHEMBL1963738",0.7058717254,0.7332380952,0.8020397209
"CHEMBL1614433",0.7339181287,0.712962963,0.7621212121
"CHEMBL1964081",0.8112135177,0.7437888199,0.8101670298
"CHEMBL1963787",0.6476517501,0.7360902256,0.764548495
"CHEMBL1794531",0.5939716312,0.4826779026,0.5626780627
"CHEMBL1614030",0.6081912879,0.6584502054,0.732385399
"CHEMBL1963821",0.6480042017,0.7571525118,0.7607709751
"CHEMBL1738513",0.660120652,0.622681359,0.6162828679
"CHEMBL1738131",0.7533420708,0.7398255814,0.6232429719
"CHEMBL1614504",0.6710972851,0.7308959157,0.7264851485
"CHEMBL3214993",0.6435981781,0.604288499,0.642136112
"CHEMBL1963747",0.8882250073,0.802507837,0.8115796519
"CHEMBL1794350",0.5948275862,0.6052325581,0.6432160804
"CHEMBL1963712",0.7208448118,0.7170459425,0.8216196274
"CHEMBL1909089",0.8853542339,0.8941570881,0.9467590302
"CHEMBL1963705",0.7772932817,0.6920628183,0.7425673919
"CHEMBL1738249",0.3614429049,0.4038406828,0.4894252874
"CHEMBL1963796",0.5884194053,0.6525423729,0.6886065685
"CHEMBL1614170",0.6107804233,0.6210125841,0.6475485661
"CHEMBL1794383",0.697256386,0.7383913765,0.7930029155
"CHEMBL1963731",0.9463954003,0.890755675,0.8515775034
"CHEMBL1963819",0.797880117,0.7917247144,0.8352134146
"CHEMBL1863512",1,1,0.8754960317
"CHEMBL3214970",0.9177301113,0.9119293712,0.9523809524
"CHEMBL3214971",0.833419466,0.8413438829,0.8246185633
"CHEMBL1738414",0.4646308465,0.5658042745,0.5671511628
"CHEMBL1963802",0.6832694764,0.6963083353,0.6752913753
"CHEMBL1964100",0.653968254,0.6204166667,0.6646341463
"CHEMBL1963780",0.7517964072,0.8638833992,0.7235294118
"CHEMBL1963795",0.6510705057,0.7563909774,0.6897759104
"CHEMBL1737865",0.5890317553,0.5818275684,0.5387110274
"CHEMBL1963696",0.6278721279,0.7348090278,0.7684531451
"CHEMBL1963822",0.7648351648,0.7309782609,0.7399885584
"CHEMBL1963801",0.68624052,0.7554347826,0.7887968614
"CHEMBL1963818",0.8022916667,0.7966796475,0.7799048237
"CHEMBL1964116",0.6204255319,0.6359714618,0.7371045882
"CHEMBL1963754",0.7168808152,0.776407037,0.7255527211
"CHEMBL1738424",0.9389515594,0.9349822752,0.9413875598
"CHEMBL3215192",0.7849210392,0.7318982387,0.7062378835
"CHEMBL1963720",0.7367408907,0.6642279222,0.7430482561
"CHEMBL1963728",0.6670833333,0.7583487941,0.7830188679
"CHEMBL1614171",0.7334455668,0.6017849554,0.8775147929
"CHEMBL1963765",0.7616998386,0.7762417994,0.8402875175
"CHEMBL1963710",0.665745551,0.7869543651,0.8115891742
"CHEMBL1963834",0.7556363636,0.6801422422,0.7942004505
"CHEMBL1963697",0.7578681154,0.7781708369,0.7342799189
"CHEMBL3214929",0.683902439,0.779,0.7359348199
"CHEMBL1963791",0.869544592,0.8680068568,0.7747572816
"CHEMBL1963729",0.6245492372,0.6580267559,0.5967148117
"CHEMBL1963733",0.7965517241,0.8062134299,0.7275925926
"CHEMBL1737860",0.7375565611,0.6066115702,0.5238305384
"CHEMBL1963763",0.7627627628,0.6915792541,0.7975163399
"CHEMBL1963688",0.7559375,0.6877530364,0.7219512195
"CHEMBL1964022",0.4611486486,0.4569909623,0.5033238367
"CHEMBL2114926",0.6781684597,0.7022940563,0.6746987952
"CHEMBL1963793",0.7496407014,0.7478434448,0.7665514042
"CHEMBL1963708",0.769614253,0.786051681,0.775186265
"CHEMBL1738494",0.7734299517,0.6647754137,0.7
"CHEMBL1963737",0.6489707476,0.7133611233,0.640371595
"CHEMBL1963833",0.7461358314,0.8761174968,0.9156037415
"CHEMBL1963745",0.8843557099,0.7789760915,0.8613167121
"CHEMBL1963724",0.6709047901,0.6941268191,0.7381174278
"CHEMBL1738639",0.5765048109,0.5883242589,0.5305305305
"CHEMBL3214944",0.7243018419,0.7683124539,0.7019076484
"CHEMBL1963938",0.5962742176,0.6250913743,0.518735363
"CHEMBL1963828",0.7953356582,0.8583651642,0.7585122132
"CHEMBL1963808",0.7202424419,0.7382317802,0.8163745996
"CHEMBL1909172",0.9398233346,0.9681734317,0.9723396758
"CHEMBL1738369",0.6818691327,0.7170337529,0.7040891509
"CHEMBL1963812",0.8473638721,0.728007714,0.7791984264
"CHEMBL1909182",0.7443609023,0.9155555556,0.7558780842
"CHEMBL1963794",0.8852688172,0.8264248705,0.7791152263
"CHEMBL1963836",0.7911791179,0.7422749664,0.7133333333
"CHEMBL1964105",0.6366556258,0.736652473,0.7005762411
"CHEMBL1963809",0.8019701087,0.8295081967,0.7735533238
"CHEMBL1738495",0.3763955343,0.5581395349,0.6185185185
"CHEMBL1963800",0.7836052836,0.8183688739,0.7365756163
"CHEMBL1963748",0.7777777778,0.8219223173,0.7233640444
"CHEMBL1794303",0.3711442786,0.8326639893,0.5853479853
"CHEMBL3215210",0.9160792952,0.8659623638,0.9353448276
"CHEMBL1737912",0.6317069081,0.5848003848,0.5679513185
"CHEMBL1737967",0.7259087067,0.7407568508,0.7535238095
"CHEMBL3214902",0.825426945,0.8730025231,0.8571855096
"CHEMBL1614469",0.6989415235,0.8154411765,0.7493506494
"CHEMBL1909087",0.9091970121,0.9628252788,0.9629065041
"CHEMBL1909088",0.8743697479,0.9177011494,0.9318007663
"CHEMBL1909140",0.9411057692,0.9058823529,0.9384774016
"CHEMBL1963761",0.6483306836,0.6995843164,0.6453703704
"CHEMBL1909093",0.537593985,0.8566252588,0.9425925926
"CHEMBL1963735",0.7991903517,0.7592726223,0.758277512
"CHEMBL1909104",0.8464052288,0.9447588583,0.9321909167
"CHEMBL1909114",0.9356499356,0.9097544791,0.9603174603
"CHEMBL1963759",0.7381859756,0.7133872417,0.8164679343
"CHEMBL1963694",0.8109072375,0.7137271331,0.7714917826
"CHEMBL1963756",0.7451267057,0.7508006898,0.7715121136
"CHEMBL1909215",0.8057315234,0.9317765568,0.8596354167
"CHEMBL1909213",0.3496855346,0.71875,0.7720588235
"CHEMBL1963783",0.6747276688,0.8003518603,0.7750067586
"CHEMBL1963827",0.8140243902,0.7133585198,0.6714083939
"CHEMBL1909170",0.9110544218,0.9713479488,0.9489088141
"CHEMBL1963707",0.7061403509,0.7546828172,0.7598942803
